Name,Affiliation,h-index,i10-index,Citations
Pradipta Biswas,Indian Institute of Science,25,69,2199
rajiv kumar,assistant professor of mechanical engineering,96,568,49351
Srikumar Banerjee,Bhabha Atomic Research Centre,79,463,25501
Srinivasa Rao Bolla,"Assistant Professor, Department of Biomedical Sciences, Nazarbayev University School of Medicne",29,46,23648
Veluchamy A. Barathi,Associate Professor; Singapore Eye Research Institute/NUS/DUKE-NUS,43,104,7713
Satish Nadathur,Meta/Facebook,44,78,11643
 Ranjani Harish,"Sr. Scientist Translational Research, Madras Diabetes Research Foundation, Chennai, India",30,50,3358
Vinay Nangia,Suraj Eye Institute,94,185,190775
Subramanian Sundarrajan,"Senior Research Fellow, National University of Singapore",50,93,8356
"Dr. Subash Gopinath, Ph.D., Professor","FKTKimia & Institute of Nano Electronic Engineering, Universiti Malaysia Perlis (UniMAP)",67,381,19710
Ramakrishnan Srikant,"Google Fellow, Google",33,33,74091
Srinivasa Vittal Katikireddi,"MRC/CSO Social and Public Health Sciences Unit, University of Glasgow",89,252,108968
Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,"honorary professor, computer science and automation, indian institute of science",35,98,29221
P Balaram,"Molecular Biophysics Unit, Indian Institute of Science, Bangalore India",77,414,24060
Krothapalli Sreenivasa Rao,"Professor, Department of Computer Science and Engineering, IIT Kharagpur",40,146,6798
Aravind L,"Senior Investigator, National Institutes of Health",152,366,121915
R. RAMESH,"University of California, Berkeley",165,730,125263
Sridha Sridharan,Professor,73,378,21075
Ramakrishnan Srikant,"Google Fellow, Google",33,33,74091
Ramaswamy Govindan,Washington University School of Medicine,120,365,87496
R. RAMESH,"University of California, Berkeley",165,730,125263
Sarita Sinha,National Botanical Research Institute,79,434,29880
Srinivasa Vittal Katikireddi,"MRC/CSO Social and Public Health Sciences Unit, University of Glasgow",89,252,108968
R Srinivasan,texas,99,396,60568
Sudarshan Karki,"Postdoctoral Scholar, Missouri University of Science and Technology",100,186,98745
Jaya raja Kumar,Research coordinator,91,690,37764
Vivek Jayaraman,"Senior Group Leader & Head of Mechanistic Cognitive Neuroscience, Janelia Research Campus, HHMI",33,36,22475
Vinay Nangia,Suraj Eye Institute,94,185,190775
B. Ramachandra Bhat,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",30,73,2972
Dr Tangellapalli Srinivas,Dr B R Ambedkar National Institute of Technology Jalandhar,27,59,2345
Chandrasekhar Reddy Gade,"Research scholar, vit university",3,1,53
Dr. C. Rama Krishna,"Professor, Department of Computer Science & Engineering, NITTTR, Chandigarh",27,68,3147
Vasudeva Murthy.C.R.,"Forensic Pathologist, Ministry of Health, Brunei",13,14,423
Dr. Prabu M,"Assistant Professor (Sl.Gr), Department of Computer Science and Engineering, AMRITA Vishwa",7,5,168
Gokul Ramaswami,"Data Scientist, CAMP4 Therapeutics",35,42,10524
GAVINOLLA SRINIVAS REDDY,Presidency University,12,12,584
K.N.Balasubramanya Murthy,PES University,16,22,1105
Sridhar N Koka,Andhra University,2,0,17
Krothapalli Sreenivasa Rao,"Professor, Department of Computer Science and Engineering, IIT Kharagpur",40,146,6798
Kandikere R. Sridhar,"Professor, Mangalore University, India",54,251,11779
Dr. KVS Hari Kumar,"Endocrinologist, Army Hospital (R&R), Delhi",32,131,6227
Mandalam Seshadri,Professor of Endocrinology Diabetes and Metabolism Christian Medical College Vellore,27,55,2431
Vasudev Upadhye,"Assistant Professor, Civil Engineering Department, MIT, Aurangabad, MS, India",2,0,7
Lakshmi Narayana Yaddanapudi,"Professor of Anaesthesia and Intensive Care, Postgraduate Institute of Medical Education & Research",23,41,3219
Srinivasa Rao Bolla,"Assistant Professor, Department of Biomedical Sciences, Nazarbayev University School of Medicne",29,46,23648
Umashankar Male,Senior Research Officer,18,26,874
Sukhpal Singh Gill,"Queen Mary University of London, UK",53,129,12022
"Surinder P. Singh,","CSIR-National Physical Laboratory, New Delhi",47,123,19937
Vikas Sharma,Chandigarh Egnineering College,47,360,14261
Vijay Kumar Kuchroo,vkuchroo@evergrande.hms.harvard.edu,172,446,138451
vishal sharma,Asst proffessor cs,58,256,14798
Manjeet singh,EDITOR,70,488,23644
Rajbir Singh,"ADG (AAFCC) Natural Resource Management Division of ICAR, KAB-II, Pusa, New Delhi",32,73,6579
JITENDRA V SINGH,"Saul P. Steinberg Emeritus Professor of Management, The Wharton School, University of Pennsylvania",50,142,23176
jasmeet singh,"Research Associate at California state university, northridge",48,311,12491
Navjot Singh,Research Scholar,55,297,15441
A J A RANJIT SINGH,sri paramakalyani college,38,155,10956
Anil Deshpande,Eurofins Advinus,12,16,465
Aniruddha P.  Kulkarni,"Cavendish Renewable Technology, Fortescue Future Industries, Ex-CSIRO",26,38,4364
Bhushan R. Patil,"Postdoc, Mads Clausen Institute, University of Southern Denmark",19,28,1136
Ganesh Hegde,"Advanced Logic Lab, Samsung Semiconductor Inc",10,10,484
Jyoti Puri,Simmons College,13,17,1319
Madhavi joshi,"Research scholar, Himachal Pradesh University Shimla",6,4,141
Mohan Bhandari,Lecturer,11,11,484
Nilesh Kulkarni,"Scientific Officer - F , TIFR, Mumbai.",13,13,768
Parag Kulkarni,UAE University,24,41,5124
Praveen Joshi,"student of quality assurance,PCP,pune",9,9,2213
Ramesh KulKarni,"Professor of Electronics &Telecommunication, Mumbai University",10,11,590
Sachin  Atre Ph.D.,Research Consultant and Faculty Dr. D.Y. Patil Medical College Pune,32,42,43128
Sandeep Patil,IBM,32,121,4547
Sanjay Nagarkar,CEO GLOBEX BIOTECH LTD HONG KONG,9,9,484
Shrikant Deshpande,"Medical Physicist, Liverpool hospital  Liverpool NSW Australia",10,14,367
Chinmay Subodh Kulkarni,Student,0,0,0
Suresh G Joshi,"Professor, Drexel University, College of Medicine, & Drexel Biomed Cluster, Philadelphia, USA",31,69,4529
Dr. Vaman Kulkarni,"Assistant Professor, Department of Community and Family Medicine, AIIMS, Bibinagar",33,58,14854
Harshad Vijay Kulkarni,Indian Institute of Technology Mandi,12,13,709
Vinayak Deshpande,"Mann Family Distinguished Professor, University of North Carolina at Chapel Hill",24,28,2281
"Kuldeep Singh, Ph.D.","Research Triangle Institute, North Carolina, USA",8,7,241
Anushka Sharma,"PhD student, Centre for Chromosome Biology, University of Galway",1,1,104
Falguni Agarwal,Research Scholar,8,5,184
Dr Amrita Kumari,"Postdoc, University of Massachusetts Chan Medical School",4,4,71
Yendrembam Arunkumar Singh,Manipur Institute of Technology,3,0,18
Dr. Deepak G Joshi,"Professor, Adarsh College of Pharmacy, Vita",2,0,9
Maninder Jeet Kaur,"Seneca College, Canada",18,28,1528
Navin Kumar Verma,"Nanyang Technological University, Singapore",40,77,5795
Yash Mathur,"PhD Scholar, Jamia Millia Islamia",3,2,314
Priyanka Sood,National Institute of Plant Genome Research,9,9,962
Ram Gandikota,Texas Instruments,2,1,65
Rita Agarwal,clinical Professor of Anesthesiology,15,18,1119
Prabhakar Rao,"Chief Scientist, CSIR-NIIST",31,78,3017
Dr. Anasuya Sesha Roopa Devi Bhima,Professor in Applied Artificial Intelligence and Machine Learning,5,1,52
Someswara Rao N,"Professor of Analytical chemistry (Retd), Andhra university",24,82,2441
haragopal gampala,Chatanya Bharathi Institute of Technology,1,1,71
Padmanabham Jijjavarapu,Indian National Centre for Ocean Information Services,4,4,151
Sankaran Venkataraman,"MasterCard Professor of Business Administration, Darden Graduate School of Business, University of",44,74,47400
Bipro Nath Dubey,Sheffield Hallam University,11,11,430
Vinod Subramaniam,University of Twente,69,188,15948
Munna Ram,Student at Nit Jalandhar,1,0,3
MOHAN RAO KOLLIPARA,NORTH EASTERN HILL UNIVERSITY,28,110,3349
Muralidhar Rangaswamy,"Technical Lead for Radar Sensing, Air Force Research Laboratory",43,141,8423
Professor Srinath Perera,"Professor of Built Environment & Construction Managemengt, Western Sydney University",43,123,7600
Seeram Ramakrishna,National University of Singapore,210,1723,206428
Dr S Krishna Mohan Rao,Gandhi Institute For Technology,19,30,2028
K.R. Subramanyam,"KPMG Foundation Professor of Accounting, Marshall School of Business, University of Southern",36,47,26477
Vijay Bhaskar Semwal,Maulana Azad National Institute of Technology Bhopal (MANIT Bhopal),37,58,3901
Shankar Sastry,University of California,141,602,121269
AFZAL AHMAD ANSARI,"Research Scholar, University of Allahabad",48,116,45646
Muhammad Aslam Shahzad,Research Associate,86,696,34242
Rammohan Rao,Buck Institute,27,39,8130
Stephen Rao,"Director of Schey Center for Cognitive Neuroimaging, Cleveland Clinic",99,226,44952
Janaki Amin,"Professor of Public Health, Macqurie Univeristy",64,168,13684
Kameshwari Shankar,City College of New York,6,5,137
Kummara Madhusudana Rao,"Yeungnam University, Gyeongbuk, 38541, South Korea",42,97,5936
Partha Sarathi Mukherjee,"Inorganic and Physical Chemistry Department, Indian Institute of Science",69,193,17379
Rajendra Nath Patra,"University of Jammu, Jammu",99,286,28374
D Srinivas Murty,Gujarat Vidyapith,74,180,63958
Srinivasa T Reddy,UCLA,82,212,24610
Machireddy Gnaneswara Reddy,Acharya Nagarjuna University,41,119,5252
D Srinivas Murty,Gujarat Vidyapith,74,180,63958
Vadlamudi Brahmananda Rao,"Scientist,INPE,Brazil",35,82,5039
Professor Vivek A. Sharma,"University of California, San DIego",259,1755,354812
Satyanarayana Bheesette,Tata Institute of Fundamental Research,113,390,73256
Tyler Reddy,"Staff Scientist, Los Alamos National Laboratory",25,34,60574
John Wesley Hutchinson,"Professor of Marketing, Wharton School, University of Pennsylvania",40,58,18627
Haikady N Nagaraja,"Professor Emeritus, The Ohio State University",75,197,39669
D.S. Prasada Rao,"School of Economics, University of Queensland",47,139,35039
D Srinivas Murty,Gujarat Vidyapith,74,180,63958
S V Subramanian,Harvard University,136,652,77413
Raghavendra Gadagkar,"Professor, Centre for Ecological Sciences, Indian Institute of Science",43,121,5954
Arvind Kumar Singh,Senior Scientist & Head Krishi Vigyan Kendra Piprakothi Dr Rajendra Prasad Central Agricultural University Pusa Samastipur Bihar,23,81,3164
Ramachandran B,"Professor of Electronics and Communication Engineering, SRM Institute of Science and Technology",15,24,687
Giuseppe Eugenio  Bruno,"Politecnico di Bari - Dipartimento di Fisica ""M. Merlin"" and INFN, Bari, Italy",279,1498,336702
Shyam Aravamudhan,North Carolina A&T State University,21,35,1661
Sethumadhavan Chandrasekhar,Retired Nokia Bell Labs,71,345,19647
Gopi Dandamudi MD MBA,"President, Heart & Vascular Institute, Prisma Health",32,53,7126
Y.C. Janardhan Reddy,NIMHANS,61,170,11874
Oinam Krishnadas Singh,"PhD  Scholar, Punjab Agricultural University, Ludhiana.",4,2,44
M. Yusuf,Mr. Guru Kelas SDN 05 Bukittinggi,93,601,37111
Parimal Karmakar,professor of Biotechnology,44,103,21092
Rhine Samajdar,Princeton University,24,35,4191
Sanjay Rajagopalan,"Case Western Reserve University, University Hospitals",114,379,87674
Parthasarathy Ranganathan,Google,81,204,30119
D Srinivas Murty,Gujarat Vidyapith,74,180,63958
Sampath Parthasarathy,University of Central Florida,98,284,51774
Dr. S.V.S. Narayana Murty,"Liquid Propulsion Systems Center, Trivandrum, India.",41,131,5944
Shailendra Kumar Singh - Ph.d(Law),Executive Alumnus - IIM Lucknow & IIM Kashipur,60,315,16470
Smita Chaudhry,"Professor and Director, Institute of Environmental Studies, Kurukshetra University, India",19,36,1581
Krishna Srikanth Gomadam,Facebook,24,38,3488
Vd.Pradeep Kumar Prajapati,"Professor, All India Institute of Ayurveda and Director incharge PCIMH",32,180,6355
K L Narsimhan,visiting Professor EE IIT Bombay,34,106,4468
Venkatesan Chakrapani,"Centre for Sexuality and Health Research and Policy (C-SHaRP), Chennai; NIAS, Bangalore & HST-Mumbai",37,68,3749
P V KANAKA RAO,Associate Professor of Physics,3,1,43
Kummara Madhusudana Rao,"Yeungnam University, Gyeongbuk, 38541, South Korea",42,97,5936
Srinivasa T Reddy,UCLA,82,212,24610
S V Subramanian,Harvard University,136,652,77413
S N Raju Kutcherlapati,CSIR-IICT Hyderabad,9,9,436
Vikas Bhujade,Assistant Professor in Computer Science & Engineering Department,0,0,0
Prof. J.B. Singh,"Distinguished Professor, University of Petroleum and Energy Studies,Dehradun and Panjab University",248,1421,264796
Bhushan Munjal,"Researcher 6, Department of Pharmaceutics, University of Minnesota",12,13,680
Mr. Lakshman Singh,CHANDIGARH UNIVERSITY,39,160,5937
Nami Singh Rajput,Student of Biotechnology,49,138,7156
Santosh Kumar,"Soban Singh Jeena University, Almora (Uttarakhand) India",36,265,9208
Siddharth Chatterjee,Student at Vellore Institute of Technology,37,56,5197
Sidharth Verma,"Research Scholar of Disaster Management, Guru Gobind Singh Indraprastha University, Delhi",0,0,0
Dr. Sanjay Kumar Agarwal,All India Institute of Medical Sciences,59,320,39204
Akanksha Gupta,CSULB,28,96,4113
Vijay  Gupta,RTI International,16,23,1017
Rishi Gupta,Wellstar Health System,76,319,25041
Dr. Abhijeet Gupta,"Post-Doctoral Researcher, Heinrich-Heine-Universität, Düsseldorf",7,4,214
Aishwarya gupta,"PhD Scholar, Jaypee Institute of Information Technology, Noida",4,3,121
Prabhat K. Gupta,"CSIR-National Physical Laboratory, New Delhi, India",73,486,26047
Rakhi Rajan,Associate Professor -Chemistry and Biochemistry - University of Oklahoma,17,23,1428
Nitesh Kumar,Teaching Faculty Computer Science,50,313,13682
Umesh Gupta,"Central University of Rajasthan, India",44,80,8439
Nikita Sharma,University of Miskolc,7,7,162
Chandan Kumar-Sinha,University of Michigan,51,79,17488
Reema Gupta,MAPC COUNSELLING IGNOU,26,68,4957
Gurpreet Kaur,Postdoctoral researcher at Stockholm University,67,524,27423
Punya Mishra,"Director Innovative Learning Futures, Mary Lou Fulton College, Arizona State University",67,197,67156
Nisha Sharma,William Beaumont Hospital,40,210,8407
enakshi khular sharma,Delhi University,19,36,1573
Ahmet Faruk Aysan,"Hamad Bin Khalifa University,",38,101,5130
Hassan Darbandi Tamijani,"Department of Immunology, School of medicine, Shahid beheshti university of Medical Sciences",8,8,280
Pankhi Singh,"PhD Researcher, University of Strasbourg",2,0,9
Kalanand Mishra,Capital One AI Foundations,200,641,142821
Sriman Kumar Bhattacharyya,"Vice-Chancellor, Shiv Nadar University Chennai, Professor of Civil Engineering, Indian Institute of",51,196,14135
Pankaj K. Agarwal,Duke University,76,357,27470
Yash Pande,"MCS Student, Arizona State University",1,1,126
Kalanand Mishra,Capital One AI Foundations,200,641,142821
"Jainagesh Sekhar, J. A. Sekhar, Jai Sekhar, Jai A. Sekhar, J. Sekhar, Jainagesh A. Sekhar, JA Sekhar",Emeritus Professor  University of Cincinnati,32,123,3607
"Naresh M. Punjabi, MD. PhD",Professor Medicine with Tenure,83,183,37289
Anshuman Tiwari,MSc Student at TU Delft,9,9,677
Dr Akhilesh  Kumar Pandey,"Rani Durgavati University, Jabalpur",123,552,92099
Dr. Sandeep Kumar Srivastava,"Associate Professor (Central Institute of Technology Kokrajhar, India)",27,49,1377
REETA YADAV,Research Scholar,2,1,25
Shailendra Gupta,"Department of Systems Biology and Bioinformatics, University of Rostock, Rostock Germany",29,59,3301
Dr. Subodh Srivastava,"Asst. Prof. NIT Patna , Ph.D. IIT (BHU), Varanasi",18,35,1401
Dr Sanjay Kumar Shukla,Edith Cowan University,46,149,7066
Abhishek Anand,Robotic Process Automation,29,87,4551
AMITABH GUPTA,"Associate Professor, Dept. of Financial Studies,University of Delhi",50,207,11594
Dr. ANURADHA R,"Associate  Professor ,Community Medicine ,ESIC Medical College and PGIMSR, KK Nagar ,Chennai",9,9,484
Arun Bansal,"Post Graduate Institute of Medical Education and Research, Chandigarh",28,68,2993
C Krishna Mohan,IIT Hyderabad,55,111,6255
David S. Rosenblum,George Mason University,60,128,16701
debashis mukherjee,Indian Association for the Cultivation of Science,61,212,14219
Gautam Das,"Distinguished University Chair Professor, Associate Dean,  University of Texas at Arlington",66,322,21763
Hemanta K.Sahu,Professor of Zoology,16,30,1039
Indranath Chatterjee,"Assistant Professor at Manchester Metropolitan University, UK",13,18,555
Jayant Haritsa,Indian Institute of Science,38,81,6784
Jian Li,"Electrical, University of Florida, University of Kentucky, Ohio State University",109,676,61652
Jonathan Katz,"Professor of Computer Science, University of Maryland",94,233,39443
Venugopal K R,"Former Vice Chancellor, Bangalore University, IEEE Fellow, ACM Distinguished Educator",41,197,8696
Lisa Hellerstein,"Professor, New York University",30,43,2752
Manas Pratap Singh,"Student of Physics ,Graphic Era Hill University",1,0,2
"Manish K. Gupta, PhD",Assistant Professor,18,22,1031
Mithun Mukherjee,"Nanjing University of Information Science and Technology, China",32,86,7784
Nitin Saxena,"N.Rama.Rao.Professor & J.C.Bose.Fellow, CSE, IIT Kanpur; FNA FASc FNASc FNAE",25,45,4319
Dr. P. R. Sahu,IIT Bhubaneswar,18,39,939
Prahladh Harsha,"Tata Institute of Fundamental Research, Mumbai",21,30,1964
Kannan Radhakrishnan,Professor of Chemical Engineering,4,4,76
"R C Tripathi, Ramesh Chandra, Ramesh Chandra Tripathi",MGCGV Chitrakoot,9,9,470
SANTHOSH KUMAR,VELTECH RANGARAJAN DR.SAGUNTHALA R&D INSTITUTE OF SCIENCE & TECHNOLOGY,33,152,13331
SANDEEP KUMAR SHUKLA,PhD scholar,71,354,23251
Saswata Shannigrahi,Independent Researcher and Educator,7,5,191
Shardul Singh Chauhan,"Assistant Professor of CSE, JSS Academy of Technical Education",1,1,52
Sihem Amer-Yahia,"Research Director, CNRS, LIG, France",46,156,9031
Sudipta Das,IIIT Allahabad,55,317,12904
T. N. Vijaykumar,"Professor of ECE, Purdue",54,87,13565
Dr Tangellapalli Srinivas,Dr B R Ambedkar National Institute of Technology Jalandhar,27,59,2345
Vinay Srinivasan,"Emergency Medicine Resident, Johns Hopkins",19,19,55659
William H Sanders,Carnegie Mellon University,57,187,13206
Ashish Pandey,"Professor and Former Head, Department of Water Resources Development and Management, IIT Roorkee",46,103,7215
Abhishek Ghosh,Orthopedic Surgery,65,395,22661
Chittaranjan Hota,"Senior Professor of Comp. Science at BITS, Hyderabad",20,37,1716
Debashis Ghosh,"Professor, Colorado School of Public Health",71,195,37327
Durgesh Kumar Mishra,"Professor of Computer Engineering and Director Microsoft Innovation Center, Sri Aurobindo Institute of Technilogy, Indore, MP, I",32,97,6501
Gaurav Pandey,Icahn School of Medicine at Mount Sinai,36,51,6614
Gautam Das,"Distinguished University Chair Professor, Associate Dean,  University of Texas at Arlington",66,322,21763
Gyanendra Prasad Joshi,"Associate Professor, Kangwon National University, Department of AI-Software",30,71,4030
"Dr. Indrajit Mandal, Ph.D.","Data Scientist, Manager",18,22,1032
Krishnendu Chakrabarty,"Fulton  Professor of Microelectronics, School of  Electrical and Computer and Energy Engineering",94,650,39445
Md Nasrul Hoda,Augusta University,44,75,6866
Professor Madhumita Bhattacharya,Formerly Tokyo Institute of Technology,17,28,1377
Dr. Mitali Gupta,"Asst. professor, Dr. Ambedkar Institute of Management Studies and Research,deekshabhoomi,Nagpur",1,1,182
Navneet Kumar Upadhyay,"Associate Professor, Amity Institute of Pharmacy, Amity University Rajasthan",16,20,689
Dr. Neeraj Mishra,"Amity Institute of Pharmacy, Amity University Madhya Pradesh, Gwalior",35,67,3953
Nitesh Saxena,Full Professor at the Texas A&M University,46,129,6389
Parimal Parag,Indian Institute of Science,16,26,1048
Piyush Gupta,Qualcomm,26,36,18970
Raghvendra Kumar,"GIET University, India",50,196,10388
Prof. Rajinder K. Gupta,Delhi Technological University,48,145,8264
Dr. Ramesh Chand,Associate Professor in Geography,67,329,17006
Ramesh Chandra Joshi,"Professor of Department of Geography, Kumaun University, Nainital",8,7,317
Sajjan Singh Rao,NBSS&LUP,18,32,1047
Sanjay Kumar Gupta,Assistant Professor,76,581,31512
"Sanjay Misra, MD FSIR, FAHA",Mayo Clinic,58,160,22648
Santanu Chaudhury,IIT Delhi,38,155,6859
Satyanarayan Sahoo,Associate Professor,9,9,506
Dr. Vivek Srivastava,"Associate Professor (Biochemistry), Department of Chemistry & Biochemistry, SSBSR, Sharda University",9,9,496
shweta jain,"Research Scholar, Delhi School of Economics, Delhi University",54,302,28267
Dr. Shweta Shrivastava,"Associate Professor, School of Pharmacy, ARKA JAIN UNIVERSITY",19,20,1600
Subhash Chandra Sharma,"Assistant Professor of Clinical Psychology, Kathmandu University",12,14,466
VINOD KUMAR,"Associate Professor, Netaji Subhas University of Technology",31,205,7269
Sudhir Kumar Das,"W.B.University of Animal & Fishery Science, Kolkata",31,138,5567
Sumit Ganguly,"Senior Fellow, The Hoover Institution, Stanford University",47,141,7735
T. A. Venkatesh,"Stony Brook University, Tulane University, MIT",28,43,4195
Tarun Gupta,"Professor, Indian Institute of Technology Kanpur",51,157,20091
Vinay Gupta,"Dept. of Physics & Astrophysics, University of Delhi",69,343,18203
Vivek Pandey,"Chief Scientist, NBRI",33,64,4917
Uday Bhaskar,"Government College (A) Anantapuram , AP India",9,8,172
Ravinder Reddy Butreddy,"Asso. Prof of Physics, Osmania University",8,7,198
Dr. J SRINIVAS RAO,Research Co-ordinator and Associate Professor,6,5,107
C Krishna Mohan,IIT Hyderabad,55,111,6255
NK SRINIVASA RAO,"Principal Scientist,IIHR,Bangalore",71,545,24485
Rama Krishna Reddy K,"Professor, PG Department & Research studies in Chemistry, Government Science College, Bengaluru",11,12,278
Dr. Madhugiri Nageswara-Rao,"Molecular Biology, Genomics, Genetics, QAQC",24,57,3386
Meka Sreedhar Rao,"Professor of Ayurveda, Swaminarayan University",0,0,0
MNV PRASAD,University of Hyderabad,85,294,32815
Dr. P. Ramu Sridhar,Professor,23,46,2037
R V Sreedhar,"Principal Scientist, Plant Cell Biotechnology Department, CSIR-CFTRI, Associate Professor- AcSIR",19,23,1690
Dr. SLDV Ramana Murty Kadali,Associate Professor,5,3,98
Dr. V.Kamaraju,"Asst.Professor, Dept.of EEE, BITS-VIZAG.",1,0,4
Bibudhendu Pati,"Head of the Department, Department of Computer Science, Rama Devi Women' University, Bhubaneswar",26,69,2095
Dr. C.V. Suresh Babu,"Professor of Information Technology, Hindustan Institute of Technology and Science",8,7,254
Dr A Kiran Kumar,"Technical Officer, CSIR-Indisn Institute of Chemical Technology",45,230,10505
Dr. K V V Satyanarayana,"Professor in Computer Science and Engineering, KLUniversity",6,6,186
Leena Dennis Joseph,"Professor of Pathology,Sri Ramachandra Institute of Higher Education and Research",19,34,4531
M H Suryanarayana,Retd Professor,23,37,1719
N.V.S. Raju,Professor of mechanical engineering,8,7,207
Sridhar P Arjunan,Self,28,76,2778
R V Sreedhar,"Principal Scientist, Plant Cell Biotechnology Department, CSIR-CFTRI, Associate Professor- AcSIR",19,23,1690
Vaishali Ravindranath,Data Scientist - Advanced Analytics,5,4,301
V.V.S. Murty,"Professor of Physics, Government Autonomous Holkar science college, Indore Madhya Pradesh, India",16,19,848
Ankur Sarin,"Indian Institute of Management, Ahmedabad",13,15,1035
Asha Kamath,Manipal Academy of Higher Education,49,178,8326
George Rosario Jagadeesh,"Artificial Intelligence / Data Analytics Strategic Technology Centre, ST Engineering",9,9,704
Krishna,"Student of Aryabhatta Knowledge University, Patna",211,1658,190490
Dr J Viswanatha Rao,"Professor in EEE Department, VNR Vignana Jyothi Institute of Engineering & Technology",9,9,286
K. NARAYAN PRABHU,"Professor, Department of Metallurgical and Materials Engineering, NITK",30,78,4401
Krishnan Jayaraman,"Professor, Department of Mechanical and Mechatronics Engineering, University of Auckland",38,98,7582
Dr Mani Venkatesh,"Associate Professor, Asper School of Business, University of Manitoba",39,65,8662
Munindar P Singh,"Professor of Computer Science, North Carolina State University",83,366,32617
Arvind Gangoli Rao,"Professor, Sustainable Aircraft Propulsion, Delft University of Technology",27,54,3621
Dr PK Banerjee,"Outstanding Scientist & Outstanding Professor (AcSIR), CSIR-CIMFR Dhanbad and Ex-CTO, HINDALCO",25,50,2056
P N Vinay Kumar,"Professor of Mathematics, GOVERNMENT SCIENCE COLLEGE",11,12,564
Rakesh K Gupta,West Virginia University,70,422,29632
Ram Kumar,Student,68,435,39300
Dr. Umesh Chand,"IME_A-Star, Singapore",20,28,2489
SV Krishna Jagadish,Texas Tech University,73,170,16822
Sunil Kumar Singh,"Assistant professor of Mechanical Engineering Department, SIEM, Siliguri",59,437,20387
Shiyali Ramamrita Ranganathan,"University of Madaras; University College London; BHU; University of Delhi; DRTC, Bengaluru",29,63,6815
Vijay Kumar Chopra,Heckman Global Advisors,6,5,2524
"Vinod Kumar Gupta, FWIF,FNASc, FRSC","Professor Abdulazeez University; Jedeha, Saudi Arabia;Thomson Highly Cited Researcher",202,907,141196
Dr. S.V.S. Narayana Murty,"Liquid Propulsion Systems Center, Trivandrum, India.",41,131,5944
Y. S. Ramakrishna,AWS/Amazon,18,27,1527
Arvind Jha,Welder,10,10,1243
Ashwani Kumar,Guru kashi university,100,805,48681
Prof (Dr) Balram Dogra,"Independent Educational Strategist, Consultant & Mentor ( Former VC , Dean and Director )",6,5,277
Bhavana Bhagya Rao,University of Pennsylvania Perelman School of Medicine,14,17,541
Dr. Deepak Kumar Goyal,"I.K. Gujral Punjab Technical University Main Campus, Kapurthala",21,37,1628
Dimpal Jain,"Professor, California State University, Northridge",12,13,1147
Divya Singhal,"Professor, Goa Institute of Management, Goa, India",11,12,725
Gaurav Gupta,Netaji Subhas Institute Of Technology,98,863,55364
Gurpreet Singh,Punjabi University Patiala,90,680,40604
Harpreet Singh,LIbrarian,60,390,19474
Himani Sachdeva,University of Vienna,11,11,240
Prof. (Dr.) Joginder Singh,Nagaland University,53,190,12196
"Jaspreet Singh, PhD","Professor at School of Food and Advanced Technology, Massey University, NZ",51,95,12793
Kamal Kumar,Assistant Professor & HOD at MASCOT GROUP OF INSTITUTIONS BAREILLY,79,512,34365
Kanika Sharma,"Professor of Botany, Mohanlal sukhadia university, Udaipur",21,37,2826
kapil dev sharma,"Asstt. Professor of Electrical Engg., DGI, Gr. Noida India",38,136,7992
Kavita Chauhan,"Professor, Jamia Millia Islamia",11,11,528
Kuldeep Singh,"Assistant professor, Zucker School of Medicine, Staten Island University Hospital",55,347,17514
MANISH KUMAR,B.Tech student,121,1263,76363
Dr Meenakshi Sharma,Professor,71,484,47645
Mukesh Kumar,Graphic Era deemed to be University,68,493,26271
Parvinder Pal Singh,"Scientist, Medicinal Chemistry Division, CSIR-Indian Institute of Integrative Medicine, Jammu",40,152,15405
Pooja Kaushik,Jamia Hamdard,10,10,413
Prateek Jain,Google Research India,64,144,19941
Poonam Singh  Nigam,"University of Ulster, UK",77,194,42830
"Prof. Rajiv Ranjan, MAE, FIEEE, FAAIA",Newcastle University           Director (National Edge AI Hub and International EV Security Centre),81,284,32789
Ramandeep Singh,Translational Health Science and Technology Institute,47,247,12497
Rohit Sharma,Student of poornima university,80,555,38494
Roopali Sharma,Junior Research Officer; GBPUAT-Pantnagar,31,142,7235
Rupinder Singh,NITTTR Chandigarh,60,306,17035
Sandeep Kumar,Ministry of Labour and Employment,128,1309,84589
Dr.Sanjeev Sharma,"HoD ECE, New Horizon College of Engineering",46,304,13181
Dr. Sapna Gupta,"Assistant Professor, RTU, Kota",4,1,61
Sarabjeet Singh,"Assistant Professor of Radiology, Harvard Medical School",53,238,14127
Sarabjeet Singh,"Assistant Professor of Radiology, Harvard Medical School",53,238,14127
Satinder Pal Singh,Chandigarh University,35,163,6147
Shweta Goyal,Professor,26,48,2402
Shuchi Gupta,Research Engineer at Anteryon B.V.,19,20,2767
suman gupta,ICAR-IARI,31,60,2994
Sunil Kumar,Health Fist,134,1419,90269
Surendra Singh,AT&T Foundation Professor of Marketing,31,98,11523
Dr. Tushar Gupta,"Assistant Professor, Department of Education, University of Allahabad",6,5,3549
Dr. D uday kumar,"Deputy Manager(Finance), Housing & Urban Development Corporation Ltd.",51,338,15417
