Institution,Name,Affiliation,h-index,i10-index,Citations
Siksha `O` Anusandhan,Sudipta Sengupta,"Vice President & Distinguished Scientist, Amazon AWS",58,129,20420
Siksha `O` Anusandhan,Sumita Basu,"Professor of Mathematics, Bethune  College",10,10,328
Siksha `O` Anusandhan,Susmita Chakrabarti,"Case Western Reserve University, Cleveland, Ohio, USA",18,20,1117
Siksha `O` Anusandhan,Tanmay Biswas,Research Scientist,14,27,859
Siksha `O` Anusandhan,Utpal Pal,University of Maryland,48,94,8150
Siksha `O` Anusandhan,Vijay Kumar Kuchroo,vkuchroo@evergrande.hms.harvard.edu,171,446,138339
Siksha `O` Anusandhan,Vijay Kumar Kuchroo,vkuchroo@evergrande.hms.harvard.edu,171,446,138339
Indian Institute of Technology Jodhpur,Dr. Aakash Kumar,KRISTU JAYANTI COLLEGE,39,140,11984
Indian Institute of Technology Jodhpur,Abhinav Verma,"Research Associate, KIT, Karlsruhe",13,19,933
Indian Institute of Technology Jodhpur,Abhishek Goyal,"Professor, GEIMS, Dehradun",15,24,1020
Indian Institute of Technology Jodhpur,Abhishek Verma,Unknown affiliation,58,400,20443
Indian Institute of Technology Jodhpur,Ajay S. Karakoti,Pacific Northwest National Laboratory,55,111,16801
Indian Institute of Technology Jodhpur,Akash Kumar,Student,66,335,34376
Indian Institute of Technology Jodhpur,Akash Rastogi,Unknown affiliation,2,1,183
Indian Institute of Technology Jodhpur,Akshay Dvivedi,"Professor of Mechanical and Industrial Engineering, IIT Roorkee",34,87,3629
Indian Institute of Technology Jodhpur,Alok Kumar Sharma,"Postdoctoral Researcher at Department of Computer Science & Information Engineering, CYUT,Taiwan",6,4,93
Indian Institute of Technology Jodhpur,Amit Goyal,Oak Ridge & University at Buffalo,75,355,21946
Indian Institute of Technology Jodhpur,AMIT KUMAR,college,168,1915,151013
Indian Institute of Technology Jodhpur,Dr. Amit Kumar Sharma,"Professor, pedodontics and preventive dentistry , Himachal dental college Sundernagar",41,167,8831
Indian Institute of Technology Jodhpur,Amit Kumar Verma,"Assistant Professor, Jamia Millia Islamia",65,312,16840
Indian Institute of Technology Jodhpur,Amit Singla MD FAANS,Rutgers University,20,32,1927
Indian Institute of Technology Jodhpur,amit srivastava,IIT GUWAHATI,68,476,21788
Indian Institute of Technology Jodhpur,Aniket Kate,Purdue University / Supra Research,43,79,7334
Indian Institute of Technology Jodhpur,ANIRBAN BANERJEE,Professor of Sociology,69,201,16479
Indian Institute of Technology Jodhpur,Apurba Banerjee,"Graduate Student- University of Georgia, Athens",2,2,65
Indian Institute of Technology Jodhpur,Archana Tiwari,"Professor, Biotechnology",28,66,2765
Indian Institute of Technology Jodhpur,Arnab Chatterjee,Calibr at Scripps Research,62,109,15504
Indian Institute of Technology Jodhpur,Arunima Gupta,"Teaching Assistant of Business Analytics, New York University",1,0,1
Indian Institute of Technology Jodhpur,Ashwani K. Gupta,University of Maryland,69,298,26754
Indian Institute of Technology Jodhpur,"Ayan Chatterjee, Ph.D.",Scientist @ STIFTELSEN NILU & Adjunct Associate Prof. of ICT @ Kristiania Univ. College,15,24,1045
Indian Institute of Technology Jodhpur,Banibrata Maity,Assistant Professor,18,30,960
Indian Institute of Technology Jodhpur,Vijay P. Singh,Texas A&M University,142,1325,117592
Indian Institute of Technology Jodhpur,Dr. Debasish Das,"Saha Institute of Nuclear Physics, 1/AF Bidhannagar, Kolkata-700064 INDIA",152,327,85130
Indian Institute of Technology Jodhpur,Dinesh Kumar,Unknown affiliation,102,1211,55941
Indian Institute of Technology Jodhpur,GAURAV KUMAR,Professor of History,105,944,61119
Indian Institute of Technology Jodhpur,Gaurav Srivastava,Google,11,13,5092
Indian Institute of Technology Jodhpur,Prof. Gaurav Trivedi,"Professor of Electronics and Electrical Engineering, IIT Guwahati",16,35,1068
Indian Institute of Technology Jodhpur,Jayakrishnan Nair,"Associate Professor, Electrical Engineering, IIT Bombay",13,16,753
Indian Institute of Technology Jodhpur,Krishna Kant Singh,"Director,Delhi Technical Campus,Greater Noida,World's Top 2 % Scientist List @ Stanford University",31,76,3780
Indian Institute of Technology Jodhpur,Mini Shaji Thomas,Professor at Jamia Millia Islamia,22,40,1725
Indian Institute of Technology Jodhpur,Maneesh Gupta,"Materials and Manufacturing Directorate, Air Force Research Laboratory",29,44,4333
Indian Institute of Technology Jodhpur,Dr.Manish Kumar,"Associate Professor of Electronics & Communication Engg, GLA University<mathura",52,332,13665
Indian Institute of Technology Jodhpur,Dr. Neeraj Jain,"Galgotias University, Yamuna Expressway, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, India",7,7,315
Indian Institute of Technology Jodhpur,Neeraj Gupta,Battelle,30,83,6424
Indian Institute of Technology Jodhpur,Priyadharsini  Nagarajan MD PhD,The University of Texas MD Anderson Cancer Center,32,90,3665
Indian Institute of Technology Jodhpur,palash dey,Indian Institute of Technology Kharagpur,14,21,522
Indian Institute of Technology Jodhpur,Pramod Kumar,Researcher,68,927,33486
Indian Institute of Technology Jodhpur,Pranay Ranjan,Software Enginner,24,52,3360
Indian Institute of Technology Jodhpur,Priyanka Sharma,Assistant Professor,72,483,25793
Indian Institute of Technology Jodhpur,Puneet Jain,"Assistant Professor, Sickkids, Toronto",30,90,3409
Indian Institute of Technology Jodhpur,Rahul Jain,CDAC Hyderabad,63,339,16748
Indian Institute of Technology Jodhpur,Rajnish Bharti,Botany,4,3,138
Indian Institute of Technology Jodhpur,Ranjan Kumar Mandal,"MS, Department of CSE, Liverpool John Moores University, Liverpool, England, United Kingdom",2,0,11
Indian Institute of Technology Jodhpur,Ranjeet Kumar,Senior Software Engineer,50,326,33790
Indian Institute of Technology Jodhpur,Ravindra Pratap Singh,"Indira Gandhi National Tribal University, Amarkantak, MP, India",33,72,4616
Indian Institute of Technology Jodhpur,ritu garg,"Assistant Professor, Department of Computer Science, NIT Kurukshetra",21,34,1542
Indian Institute of Technology Jodhpur,Ritu Rani - Plant Pathology,"Punjab Agricultural University, Liudhiana",8,8,242
Indian Institute of Technology Jodhpur,Rituparna ghosh,"Research Fellow, National University of Singapore",13,14,749
Indian Institute of Technology Jodhpur,Sachidanand Singh,Unknown affiliation,41,183,8649
Indian Institute of Technology Jodhpur,Sahil Agrawal,Brown University,24,43,1805
Indian Institute of Technology Jodhpur,Sai Siva Gorthi,"Professor, Instrumentation and Applied Physics, Indian Institute of Science (IISc)",24,56,3586
Indian Institute of Technology Jodhpur,Sanchit Misra,"Parallel Computing Lab, Intel Labs",19,32,3126
Indian Institute of Technology Jodhpur,SANDEEP KUMAR SHUKLA,PhD scholar,71,350,23100
Indian Institute of Technology Jodhpur,sanjay kumar sharma,Dr C V RAMAN UNIVERSITY,42,272,9481
Indian Institute of Technology Jodhpur,Saptarshi Banerjee,"Research Scholar, Indian Institute of Technology Kharagpur",6,4,191
Indian Institute of Technology Jodhpur,Sarit Kumar Das,"Institute Professor, IIT Madras",59,205,28186
Indian Institute of Technology Jodhpur,Shashi Bhushan Pandey,"ARIES, Manora Peak, Nainital, Uttarakhand, India, 263129",47,116,14034
Indian Institute of Technology Jodhpur,Shuchi Gupta,Research Engineer at Anteryon B.V.,19,20,2766
Indian Institute of Technology Jodhpur,Srinath Srinivasa,IIIT Bangalore,16,27,923
Indian Institute of Technology Jodhpur,SUMAN DASH,"Postdoctoral Research Scientist, Columbia University",3,2,34
Indian Institute of Technology Jodhpur,Sumana Sharma,The MRC Weatherall Institute of Molecular Medicine (MRC WIMM),11,13,1020
Indian Institute of Technology Jodhpur,Dr. Sumanta Haldar,Professor,22,39,2105
Indian Institute of Technology Jodhpur,Sumit Kumar,Unknown affiliation,73,633,28143
Indian Institute of Technology Jodhpur,Surya Narayan Patra,Unknown affiliation,1,0,4
Indian Institute of Technology Jodhpur,Sushil Kumar,"Associate Professor, MNNIT, Allahabad",78,879,45307
Indian Institute of Technology Jodhpur,Subhadeep Banerjee,"Professor of Civil Engg, IIT Madras",21,46,1515
Indian Institute of Technology Jodhpur,Swati Anand,"Research Associate, brigham young university",5,5,268
Indian Institute of Technology Jodhpur,Satabdee Tanaya  Sahoo,"Research Scholar, IISER Berhampur",3,1,35
Indian Institute of Technology Jodhpur,TANYA MISHRA,"Student, IIT Kanpur",3,3,97
Indian Institute of Technology Jodhpur,Tapas K. Chakraborty,"Assistant Professor, Rishi Bankim Chandra College",6,6,192
Indian Institute of Technology Jodhpur,Tirthankar Ghosh,"Professor,  Department of Physiology",16,21,914
Indian Institute of Technology Jodhpur,VAIBHAV KHANNA,Cornea Consultant at Khanna Eye Hospital,3,1,31
Indian Institute of Technology Jodhpur,Vijay P. Singh,Texas A&M University,142,1325,117592
Indian Institute of Technology Jodhpur,Vijendra Pal Singh,Professor & HOD,43,266,10373
Indian Institute of Technology Jodhpur,"Vinay Sharma, Associate professor","University of Patanjali,",43,203,9067
Indian Institute of Technology Jodhpur,Vishal Sachdeva,Staff Fellow at FDA,10,11,479
Indian Institute of Technology Jodhpur,Vivek K. Patel,"Pandit Deendayal Energy University (Pandit Deendayal Petroleum University), Gandhinagar",44,93,7257
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Alka Arora,"Principal Scientist,Computer Application, Indian Agricultural Statistics Research Institute, ICAR",15,18,867
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Anita Rani,Indian Institute of Soybean Research,28,53,2911
Thapar Institute of Engineering and Technology (Deemed-to-be-university),ANJANA CHAUDHARY,CIMMYT,5,3,81
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Anju Bala,Unknown affiliation,24,42,1965
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Dr. Anju Kumari,"Extension Lecturer, dept. of  Physics, Govt. College Mahendergarh, Haryana",81,788,37377
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Gurpreet Kaur,Postdoctoral researcher at Stockholm University,67,523,27382
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Inderpreet Singh Ahuja,Professor in Mechanical Engineering,43,128,8849
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Jasmeet Kaur,Student of education department at BHU,31,101,3884
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Manpreet Kaur,Assistant profesor,75,729,31697
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Monika Singh,"Centre for Energy Studies, I I T Delhi, India",47,390,13948
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Pradeep Kumar,Phd,116,1220,80860
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Dr. Preeti singla,"Senior research fellow at department of Chemistry, Panjab University, Chandigarh, India",8,8,523
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Dr. Rajesh Bagga,"Director, Apeejay Institute of Management & Engineering Technical Campus",4,3,97
Thapar Institute of Engineering and Technology (Deemed-to-be-university),renu sharma,Unknown affiliation,51,309,15902
Thapar Institute of Engineering and Technology (Deemed-to-be-university),S.S.Agrawal,Vice Chancellor & Professor of Pharmacology,48,160,8151
Thapar Institute of Engineering and Technology (Deemed-to-be-university),seema gupta,Unknown affiliation,58,311,14778
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Shikha Mahajan,Unknown affiliation,2,1,31
Thapar Institute of Engineering and Technology (Deemed-to-be-university),sunita singh,"Senior Professor, Pathology, Pt BDS PGIMS, Rohtak",30,144,4979
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Ramesh T Subramaniam,"Department of Physics, Faculty of Science, University of Malaya",77,350,23076
Thapar Institute of Engineering and Technology (Deemed-to-be-university),K R Ramkumar,Chitkara University,17,31,1216
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Ravi Shankar Kumar,"Assistant Professor, Govt. Engineering College, Aurangabad, Bihar, India",14,21,864
Amity University,Alka singh,Assistant Professor of Education,42,239,8646
Amity University,"Amit Bhatnagar, Highly Cited Researcher (2018-2022)","Professor of Water Treatment, Lappeenranta University of Technology",96,263,37781
Amity University,Amit X. Garg,"Professor Medicine (Nephrology), Epidemiology & Biostatistics, Western University",129,622,79613
Amity University,Ankit Srivastava,Unknown affiliation,38,100,5267
Amity University,Archana Singh-Manoux,"Research Professor, Inserm",133,389,57028
Amity University,Ashish Kumar,physics,88,943,60207
Amity University,Professor Atul Gupta,"King's college Hospital, London",41,91,24708
Amity University,Ayush Agrawal,Tesla,13,15,900
Amity University,M BABITA JAIN,Professor & Head of the Department,7,7,264
Amity University,Bhavana Dixit,"Assistant Professor in Forestry,Guru Ghasidas University",5,1,56
Amity University,Dr. Brijesh Kumar Sonkar,University of Lucknow,53,342,14950
Amity University,Charu sharma,"Journalism and mass communication student at Jecrc University, jaipur",73,205,22935
Amity University,DEEPAK KUMAR  GUPTA,Assistant Professor,83,650,38336
Amity University,Deepesh Gupta,"Research Higher Degree Scholar, University of Queensland",12,12,3201
Amity University,Devender singh,Unknown affiliation,61,483,21606
Amity University,DHIRAJ KUMAR,Aarupadai veedu institute of technology,63,196,21748
Amity University,Divya Gupta,Freelancing and online consulting,37,81,5104
Amity University,Gaurav Sharma,University of Rochester,74,814,40885
Amity University,Gaurav Singh,Unknown affiliation,53,368,14155
Amity University,HIMANSHU GUPTA,PGIMER,73,420,24059
Amity University,Indu Rani B,National Institute of Technology,12,12,1106
Amity University,Jagdish Kumar,"Joint Director, ICAR - NIBSM",29,85,3806
Amity University,Jatin Gupta,"Faculty of Management Studies, University of Delhi",6,5,449
Amity University,Jitendra Kumar,Engineer at Coforge,83,778,35790
Amity University,Kaushal Kishor Prasad,"Professor, Department of Gastroenterology, PGIMER, Chandigarh, India",26,48,2964
Amity University,Kavita Gupta,"Principal Scientist (Entomology), Division of Plant Quarantine, National Bureau of Plant Genetic",17,25,1040
Amity University,Khushboo Sharma,Research Scholar,5,2,1089
Amity University,Krishan Kumar,Student at Carleton University,109,1025,67855
Amity University,Kuldeep Verma,"Assistant Professor at Indian Institute of Technology (BHU), Varanasi",22,25,2229
Amity University,Manish Gupta,Unknown affiliation,94,823,48570
Amity University,Meera Gupta,Univeristy of Kentucky,17,20,960
Amity University,"Dr. Neeraj Kumar, SMIEEE",TIET India,131,748,64046
Amity University,Neha Sharma,PhD scholar @ Sharda University,26,138,6253
Amity University,Dr. Nitin Gupta,"DR.  D Y PATIL DENTAL COLLEGE AND HOSPITAL,PIMPRI",48,182,9546
Amity University,Dr. Parul Gupta,Management Development Institute Gurgaon,12,12,3612
Amity University,Pawan Kumar Netrakanti,BARC,161,754,96255
Amity University,Dr. Prachi Gupta,Assistant Professor,12,12,587
Amity University,Pradeep Kumar,Phd,116,1220,80860
Amity University,Prashant Kumar,Unknown affiliation,107,909,54446
Amity University,Preeti Gupta,santan dharma cillege,33,137,5572
Amity University,priyanka singh,Professor,99,752,48121
Amity University,Dr. Sandeep Kumar Gupta,Gurukul Kangri university and Manav Rachna University,37,138,6784
Amity University,rajiv kumar,assistant professor of mechanical engineering,96,568,49301
Amity University,Rakesh K Jain,"Massachusetts General Hospital, Harvard Medical School, Carnegie Mellon, Columbia, Delaware",229,665,245995
Amity University,Raman Krishna Kumar,"Clinical Professor and Head, Pediatric Cardiology, Amrita Vishwa Vidyapeetham",48,177,27552
Amity University,Ranjana Gupta,"Senior Lecturer Taxation, Auckland University of Technology, NZ",10,10,278
Amity University,Cheedrala Ravi Kumar,Unknown affiliation,107,871,75694
Amity University,Richa Sharma,Yale University School of Medicine,56,315,17008
Amity University,ritu garg,"Assistant Professor, Department of Computer Science, NIT Kurukshetra",21,34,1542
Amity University,Rohit Sharma,Student of poornima university,80,555,38462
Amity University,ramesh kumar,Adhiyamaan College of Engineering Hosur,76,598,28148
Amity University,Sandeep Kumar,Ministry of Labour and Employment,128,1309,84525
Amity University,Sanjay Kumar Swain,NISER,209,1245,209678
Amity University,sarita sharma,GGSIPU,6,4,152
Amity University,Saurabh Gupta,University of Illinois Urbana-Champaign,39,51,15887
Amity University,Shailendra Kumar,Unknown affiliation,70,384,19943
Amity University,SHALINI GUPTA,University of Southern California,38,128,10366
Amity University,Abhishek Gupta,Unknown affiliation,59,485,22249
Amity University,Dr. Shikha Gupta,Indian Institute of Technology Mandi,40,175,9017
Amity University,Shilpi Gupta,Manipal University Jaipur,36,156,9977
Amity University,Shivani Gupta,Sinhgad College of Engineering,42,177,8039
Amity University,Shobha Gupta Gawri,"Pt. Ravishankar Shukla University, National Cave Research and Protection Organization, India",42,153,6488
Amity University,shweta gupta,Assistant Professor,51,223,12483
Amity University,Sonia Gupta,IIT Delhi,5,5,246
Amity University,Dr. Sonu Kumar Gupta,"Post Doctoral Fellow, Medical College of Georgia, Augusta University, Augusta, GA, USA",8,8,472
Amity University,Saurabh Gupta,University of Illinois Urbana-Champaign,39,51,15887
Amity University,Dr.Samir Kumar Ghosh,Netaji Subhash Engineering College,27,82,3609
Amity University,Sudhir Kumar Gupta,"Nuclear Agriculture & Biotechnology Division, Bhabha Atomic Research Centre, Mumbai",21,26,1682
Amity University,Sunil Kumar,Health Fist,134,1417,90149
Amity University,SURENDRA KUMAR,Unknown affiliation,75,411,21243
Amity University,Swapnil Gupta,"Music Technology Group, Barcelona",14,23,976
Amity University,Tarun Gupta,"Professor, Indian Institute of Technology Kanpur",51,157,20048
Amity University,Uma G Gupta,University of South Carolina Upstate,22,44,3381
Amity University,Umesh kumar,"NIT,JAMSHEDPUR",37,105,5522
Amity University,Urvashi Gupta,"Professor of Mathematics, Panjab University",18,27,938
Amity University,Vandana A Gupta,Brigham and Women's Hospital,27,37,2127
Amity University,Varun Gupta,"Professor/CSE, Chandigarh College of Engineering & Technology (Degree Wing) Chandigarh",42,227,9086
Amity University,VEENA GUPTA,ICAR-NBPGR,30,87,4044
Amity University,Vijay Kumar Kuchroo,vkuchroo@evergrande.hms.harvard.edu,171,446,138339
Amity University,Vikas Gupta,Princess Margaret Cancer Centre,102,821,67744
Amity University,Vineet Kumar,Unknown affiliation,84,745,37740
Amity University,"Vinod Kumar Gupta, FWIF,FNASc, FRSC","Professor Abdulazeez University; Jedeha, Saudi Arabia;Thomson Highly Cited Researcher",202,907,141102
Amity University,Vipin Kumar,University of Minnesota,139,766,132229
Amity University,Vishakha Gupta,"Co-founder and CEO, ApertureData",11,13,1064
Amity University,Vivek Gupta,SDE2 at Amazon,51,95,7994
Amity University,Yogesh Gupta,"Associate Professor, University of Texas Health Science Center at San Antonio, TX, USA",25,31,2135
Indian Institute of Technology Mandi,Ajit Chaturvedi,IIT Kanpur,17,35,1234
Indian Institute of Technology Mandi,Amaresh Dalal,"Professor of Department of Mechanical Engineering, Indian Institute of Technology Guwahati",31,61,3203
Indian Institute of Technology Mandi,Amit Prashant,Indian Institute of Technology Gandhinagar,15,23,903
Indian Institute of Technology Mandi,Balaraman Ravindran,"Professor of Data Science and AI, Wadhwani School of Data Science and AI, IIT Madras",49,121,7314
Indian Institute of Technology Mandi,Dr. Badri Narayan Subudhi,Indian Institute of Technology Jammu,21,43,1494
Indian Institute of Technology Mandi,Chetan Arora,"Professor, IIT Delhi",26,57,2881
Indian Institute of Technology Mandi,Dr. Debasish Kundu,"Assistant Professor, Acharya Prafulla Chandra Ray Government College, Siliguri",20,27,1289
Indian Institute of Technology Mandi,Devender singh,Unknown affiliation,61,483,21606
Indian Institute of Technology Mandi,"Dipti Prakash Mohapatra, Ph.D.",Research Officer (Scientist) at National Research Council of Canada,18,19,1685
Indian Institute of Technology Mandi,Himanshu Jain,Lehigh University,60,286,12431
Indian Institute of Technology Mandi,Indu bala,"Punjabi University , Patiala",38,122,6673
Indian Institute of Technology Mandi,Jayashankar  Swaminathan,"GlaxoSmithKline Distinguished Professor of Operations Management, University of North Carolina",46,82,12427
Indian Institute of Technology Mandi,Zhuowei (Joy) Huang,Sun Yat-sen University,24,53,3469
Indian Institute of Technology Mandi,Kunal Jain,"Sardar Patel University, Vallabh Vidyanagar",22,32,2753
Indian Institute of Technology Mandi,Manish Srivastava,VisvesvarayaTechnological University,50,146,8110
Indian Institute of Technology Mandi,Mohan Singh,"Professor, University of Melbourne",59,186,13000
Indian Institute of Technology Mandi,Nitin Upadhyay,Indian Institute of Management Jammu,15,20,2855
Indian Institute of Technology Mandi,Dr. PANKAJ BISWAS,NIT Silchar,9,9,208
Indian Institute of Technology Mandi,Partha Pratim Roy,"Associate Professor of Computer Science & Engineering, Indian Institute of Technology, Roorkee",50,188,9240
Indian Institute of Technology Mandi,Prashant Gupta,"Principal Software Engineer, S&P Global",22,50,2956
Indian Institute of Technology Mandi,Purnendu Das,IIT Kharagpur,6,6,120
Indian Institute of Technology Mandi,Raghubir  Singh,DAV College Sector 10 Chandigarh,29,144,5454
Indian Institute of Technology Mandi,Dr. Rajesh Singh,assistant professor of computer science bsacet mathura,54,292,18203
Indian Institute of Technology Mandi,Rajan Kumar,"physics,r.n.a.r university",49,264,24295
Indian Institute of Technology Mandi,"Dr. Ravindra Pal Singh, Former JIC UK, JSPS Japan, Ramanujan & Ramalingaswami Re-entry Fellow","Asso. Professor for human gut glycogenomics, Gujarat Biotechnology University, Gandhinagar, Gujarat",25,37,2373
Indian Institute of Technology Mandi,RUPESH KUMAR,Unknown affiliation,40,178,24097
Indian Institute of Technology Mandi,Sandeep Kumar,"Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of Pharmacy, BELA",54,422,19690
Indian Institute of Technology Mandi,Sujeet JHA,Max Healthcare,20,38,2634
Indian Institute of Technology Mandi,Supriyo Chakraborty,"Distinguished Applied Researcher, AI Foundations, Capital One",33,60,6214
Indian Institute of Technology Mandi,P Suresh C Rao,Purdue university,60,139,13387
Indian Institute of Technology Mandi,Tanujit Dey,Harvard Medical School,26,63,2430
Indian Institute of Technology Mandi,Tilak Raj,"Professor, Mechanical Engineering Department, YMCA University of Science & Technology",30,51,3228
Indian Institute of Technology Mandi,Vinay Vyas Vemuri,Google Inc.,1,0,8
Indian Institute of Technology Mandi,Prof. Vishal Bhatnagar,"PROFESSOR(CSE), NSUT EAST CAMPUS ( Formerly AIACT&R), Delhi",19,44,1566
Indian Institute of Technology Mandi,Yogesh Gautam,"Ph.D. Student, University of Illinois Urbana-Champaign",5,4,210
Chandigarh University,Dr. Amar Pal Singh,"Scientist, National Institute of Plant Genome Research, New Delhi, India",22,57,2579
Chandigarh University,Dr Avtar Singh,Unknown affiliation,34,175,7352
Chandigarh University,"Baljit Singh, Professor","Department of Chemistry, Himachal Pradesh University Shimla-India",44,101,7935
Chandigarh University,Bhupinder Pal Singh,Principal Research Scientist,70,252,23972
Chandigarh University,DHIRAJ KUMAR,Aarupadai veedu institute of technology,63,196,21748
Chandigarh University,Gurpreet Singh,Punjabi University Patiala,90,679,40563
Chandigarh University,Hardeep Singh,"Professor, Baylor College of Medicine and Chief, Health Policy, Quality, and Informatics Program",79,256,22214
Chandigarh University,Dr. Jagdeep Singh Dr. Jagdeep Singh,Assistant Professor,54,218,14918
Chandigarh University,Jaspal Singh,"Associate Professor, Guru Nanak Dev University, Amritsar",49,322,14187
Chandigarh University,jaswinder singh,"A.P, ABES Engineering College",70,435,23245
Chandigarh University,JITENDRA V SINGH,"Saul P. Steinberg Emeritus Professor of Management, The Wharton School, University of Pennsylvania",50,141,23133
Chandigarh University,Kulvinder Singh Saini,President and CSO,28,56,4132
Chandigarh University,Mandeep Singh,Pursuing Btech Aerospace engineering,58,128,15006
Chandigarh University,Navdeep Singh,Unknown affiliation,56,342,15707
Chandigarh University,Pradeep Kumar Singh Pradeep Kumar singh,Unknown affiliation,82,817,48019
Chandigarh University,Ravinder J Singh,Mayo Clinic,77,328,29054
Chandigarh University,Sarabjeet Singh,"Assistant Professor of Radiology, Harvard Medical School",53,238,13929
Chandigarh University,"Surinder P. Singh,","CSIR-National Physical Laboratory, New Delhi",47,123,19925
Chandigarh University,Dr Tarsem Singh Cooner,"The University of Birmingham, UK",16,18,933
Chandigarh University,YADWINDER SINGH BRAR,IKGPTU Kapurthala,20,31,1242
Aligarh Muslim University,Muhammad Ali Khan,Memorial Hermann Cypress and Katy,43,147,43574
Aligarh Muslim University,Ahmed Ikram,"Lecturer of Psychology, The Islamia University of Bahawalpur",9,9,284
Aligarh Muslim University,Abdella Mohammed Habib,"College of Medicine, Qatar University",31,35,8172
Aligarh Muslim University,Professor Dr M Mostafa Zaman,"Bangabandhu Sheikh Mujib Medical University (Executive Editor, BSMMU Journal)",37,69,3780
Aligarh Muslim University,SYED ABID HUSSAIN,"Indian Institue of Technology, Kharagpur",4,3,168
Indian Institute of Technology Patna,Aravinda Chakravarti,aravinda.chakravarti@nyulangone.org,140,430,212666
Indian Institute of Technology Patna,Anindya Sarkar,"IISc, UCSB, Ventana Medical Systems",26,53,2243
Indian Institute of Technology Patna,Arnab Ghosh,"Lerner Research Institute, The Cleveland Clinic",32,93,5151
Indian Institute of Technology Patna,Bhanu Pratap Singh,Unknown affiliation,72,608,29342
Indian Institute of Technology Patna,Debarshi Sarkar,"Assistant Professor in Zoology, Visva-Bharati University, India",10,10,331
Indian Institute of Technology Patna,Debasish Datta,"Professor (Retired), IIT Kharagpur, India",15,23,1375
Indian Institute of Technology Patna,Hemant Kumar,Pharmacist,65,437,22091
Indian Institute of Technology Patna,Manish K. Jaiswal,University of Texas at Austin,26,30,2974
Indian Institute of Technology Patna,Manish Gupta,Unknown affiliation,94,823,48570
Indian Institute of Technology Patna,Md. Altaf-Ul-Amin,Nara Institute of Science and Technology,28,57,8576
Indian Institute of Technology Patna,Pradeep Kumar Misra,"Professor, National Institute of Educational Planning and Administration",11,12,711
Indian Institute of Technology Patna,Subhamoy Maitra,Indian Statistical Institute,44,139,7736
Indian Institute of Technology Patna,Sumanta Sarkar,"Assistant Professor, Warwick University",20,36,1548
Indian Institute of Technology Patna,Dr. Tanima Dutta,"Indian Institute of Technology (Banaras Hindu University) Varanasi, India",27,64,2619
Indian Institute of Technology Patna,Tanmay Sarkar,"Lecturer of Food Processing Technology, West Bengal State Council of Technical Education",37,94,4421
Indian Institute of Technology Patna,Tapas Kumar Das,"Professor of Theoretical Astrophysics, HRI Dept of Atomic Energy Govt. of India",56,367,15459
Indian Institute of Technology Patna,Ujjwal Sinha,Max Planck Institute for Nuclear Physics,7,5,366
Indian Institute of Technology Patna,VIVEK KUMAR MISHRA,Research Scholar,4,4,79
Indian Institute of Technology Patna,Nishidha Tiwari,"Assistant Professor, Malla Reddy Dental College for Women, Hyderabad",2,1,33
Indian Institute of Technology Patna,Y.S. Mayya,"Department of Chemical Engineering, IIT-Bombay",35,101,4990
Indian Institute of Technology Patna,Yogesh Singh,IISER Mohali,35,70,7430
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Bumanapalli Ravindranath Reddy,Deputy Executive Engineer,9,8,329
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Dr G V Narasimha Rao,International Advanced Research Center for Powder Metallurgy & New Maerials,21,36,1552
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),P.Jitendra Srinivas Kumar,"Associate Professor, Akkineni Nageswara Rao College",40,213,9457
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Rama Krishna Rao Gamidi,University of Limerick,31,61,3208
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),G.Nagarajan,Dr K V Subba Reddy Institute of Pharmacy,14,21,691
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Lohith Madireddy,"Janssen Research & Development, LLC",23,26,2726
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Venkata Ramana Murthy Chavali,"Assistant Professor of Ophthalmology, University of Pennsylvania",23,40,1511
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Dr.  P.Bhaskara Reddy,"Registrar, Anurag university, Hyderabad",18,42,1493
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Srinivasa P S Rao,Novartis Institute for Tropical Diseases,35,49,6408
