Name,Affiliation,h-index,i10-index,Citations,College/Company,Research Interest 1,Research Interest 2
Suresh Doravari,"Scientific Officer, Inter-University Center for Astronomy and Astrophysics",101,177,106121,Inter-University Center for Astronomy and Astrophysics,Astrophysics,Cosmology
Syamal Kumar Samanta,Visva-Bharati,37,67,7619,Visva-Bharati,Organic Chemistry,Natural Product Chemistry
Ijaz Fazil Syed Ahmed Kabir,National University of Singapore,8,8,270,National University of Singapore,Computer Vision,Artificial Intelligence
Tapan Kumar Nayak,"NISER, Bhubaneswar and CERN, Geneva",184,791,129692,NISER,Bhubaneswar,High Energy Physics
Udayakumar Navaneethan,"Medical Director, Center for IBD and Interventional IBD, Professor of Medicine, University of",62,206,14646,University of,Inflammatory Bowel Disease (IBD),Interventional IBD
Ujwala Ail,Principal Research Engineer,17,21,1681,Principal Research Engineer,Artificial Intelligence,Natural Language Processing
Pankaj Sharma,"Professor of Computer Applications, Vani Info Solutions",92,468,38231,Vani Info Solutions,Artificial Intelligence,Data Science
Matt Vijayan,University of Calgary,72,184,20896,University of Calgary,Stress Physiology,Environmental Endocrinology
Vimala Nair,"Research Professor, Soil and Water Sciences Department, University of Florida",49,87,13773,University of Florida,Soil Health,Water Quality
Virupaksha HG,"Ph.D Scholar, National Institute of Mental Health and Neuro Sciences (NIMHANS), Bengaluru, Karnatak",5,4,598,National Institute of Mental Health and Neuro Sciences (NIMHANS),Mental Health,Neuroscience
Vishal M. Patel,"Associate Professor, ECE,  Johns Hopkins University",86,283,34835,Johns Hopkins University,Computer Vision,Machine Learning
Yashavanth BS,ICAR- National Academy of Agricultural Research Management,10,11,271,ICAR- National Academy of Agricultural Research Management,Agricultural Research Management,Agricultural Policy and Development
Abhishek Gupta,Shoolini University,100,851,56286,Shoolini University,Renewable Energy,Environmental Sustainability
Amit Bhatt,Cleveland Clinic,28,58,2349,Cleveland Clinic,Cardiovascular Diseases,Clinical Trials
Dr Anand Gupta,"Associate Professor Oral and maxillofacial Surgery, Government medical college hospital chandigarh",47,253,11087,Government Medical College Hospital Chandigarh,Oral and Maxillofacial Surgery,Dental Implantology
Animesh Dutta,"Professor of Mechanical Engineering, School of Engineering, University of Guelph",55,163,15087,University of Guelph,Renewable Energy,Bioenergy Systems
Anindita Chakraborty,Scientist H UGC-DAE Consortium Kolkata,36,98,4183,UGC-DAE Consortium for Scientific Research Kolkata,Materials Science,Condensed Matter Physics
Anirudh Bhushan,"MMIMSR, MULANA",0,0,0,Maharishi Markandeshwar (Deemed to be University),Medical Education,Healthcare Management
Anshuman Gupta,Vice President Data Science,13,13,2704,Vice President Data Science,Artificial Intelligence,Data Analytics
Arnab Bhattacharya,"Professor, Dept. of CMPMS, Tata Institute of Fundamental Research",30,77,3646,Tata Institute of Fundamental Research,Quantum Computing,Condensed Matter Physics
Arunava Goswami,Indian Statistical Institute,44,79,5758,Indian Statistical Institute,Stochastic Processes,Probability Theory
Dipendra Nath Basu,"Simons Ashoka Early Career Fellow, Ashoka University",6,5,88,Ashoka University,Development Economics,Applied Microeconomics
Ashutosh Ghosh,"Professor of Chemistry, Calcutta University",74,612,27791,Calcutta University,Coordination Chemistry,Supramolecular Chemistry
Dr. Ashutosh Kumar Choudhary,"Associate Professor, Swami Rama Himalayan University, Dehradun (INDIA)",10,10,431,Swami Rama Himalayan University,Neuroscience,Pharmacology
Badri Vishal,Postdoctoral Researcher,14,16,926,University/Company: [Not specified in the provided information],Research Interest 1: [Not specified in the provided information],"Research Interest 2: [Not specified in the provided information]  

(Note: Insufficient information was provided to accurately answer the request. Please provide more details.)"
Balaji S. Srinivasan,Stanford University,23,31,5479,Stanford University,Bitcoin,Network States
Bappaditya Chatterjee,GITAM University- Hyderabad,28,52,2696,GITAM University,Renewable Energy,Environmental Sustainability
barun gorain,"Associate Professor, Indian Institute of Technology Bhilai",8,8,308,Indian Institute of Technology Bhilai,Power Systems,Renewable Energy Integration
Dr. Bhargab Maitra,"Professor, Civil Engineering Department, IIT Kharagpur",21,48,1655,IIT Kharagpur,Transportation Engineering,Traffic Flow Modeling
Sagnika Sahoo,"Assistant Professor, Bijoy Krishna Girls College, Howrah, West Bengal",1,0,1,Bijoy Krishna Girls College,Botany,Environmental Science
Binayak Dutta,"Christ University, Bangalore, Tezpur University, Indian Statistical Institute",1,0,4,Christ University,Statistics,Data Analysis
biswarup chatterjee,Bharatiya Vidyabhavan Institute of Management Science Kolkata,0,0,0,Bharatiya Vidyabhavan Institute of Management Science Kolkata,Management Science,Organizational Behavior
Debabrata Sarddar,"Dept of CSE, University of Kalyani",16,44,1233,University of Kalyani,Wireless Sensor Networks,Cloud Computing
Devi Prasad Mohapatra,JIPMER,12,16,939,JIPMER,Neurosciences,Cardiovascular Diseases
DEBJANI DAS,VIDYASAGAR UNIVERSITY,1,1,13,Vidyasagar University,Condensed Matter Physics,Material Science
Dr. Deepak Kalra,Skyline University College,10,10,411,Skyline University College,Artificial Intelligence,Data Science
Deepshikha Singh,"PhD Scholar, IIT Gandhinagar",2,1,91,Indian Institute of Technology Gandhinagar,Nanomaterials,Energy Storage
Devang Mehta,"Assistant Professor, KU Leuven",15,20,958,KU Leuven,Plant Biotechnology,Genome Editing
Divya Teja Vavilala,"Expression Technologies Scientist, DNA2.0",9,9,266,DNA2.0,Synthetic Biology,Protein Engineering
Ishita Mathur,Guru Gobind Singh Indraprastha University,3,1,23,Guru Gobind Singh Indraprastha University,Artificial Intelligence,Data Mining
Paruchuri Gangadhar Rao,CSIR,31,55,3077,CSIR,Chemistry,Material Science
Dr. Hardik Bhatt,"Institute of Pharmacy, Nirma University",21,33,1342,Nirma University,Pharmaceutical Sciences,Drug Delivery Systems
Harikrishnan S. Nair,"Associate Professor, Department of Physics, University of Texas at El Paso, USA",23,53,1855,University of Texas at El Paso,Condensed Matter Physics,Quantum Materials
indranil dasgupta,"INSA Senior Scientist, University of Delhi south Campus, New Delhi",31,62,3432,University of Delhi South Campus,Statistics,Probability Theory
Jagdish Arora,"Advisor, National Board of Accreditation, New Delhi",15,28,817,National Board of Accreditation,New Delhi,Accreditation Standards
Jayesh Jain,Baker Hughes,20,29,1182,Baker Hughes,Energy Technology,Geothermal Systems
Jincy Thomas,Assistant Professor,2,0,10,Christ University,Education Technology,Curriculum Development
Dr Jitendra Agrawal,Director School of Information Technology RGPV Bhopal,16,26,1845,Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV),Data Mining,Artificial Intelligence
John S. McCaskill,"Professor, Chemnitz University of Technology, MAIN",33,77,7117,Chemnitz University of Technology,Molecular Systems Engineering,Artificial Cells
Joydip Saha,"Assistant Professor at Barasat College, West Bengal",6,2,80,Barasat College,Condensed Matter Physics,Material Science
Jubin Jose,Qualcomm Inc,21,53,3699,Qualcomm Inc,Wireless Communication,Signal Processing
Jyoti Prakash Singh,"Associate Professor, National Institute of Technology Patna",32,94,5264,National Institute of Technology Patna,Machine Learning,Data Mining
Kapil Gupta,"Professor, Department of Biochemistry, Adesh Institute of Medical Sciences & Research",32,98,4724,Adesh Institute of Medical Sciences & Research,Biochemistry,Medical Research
Koushik Chatterjee,"Postdoc Fellow, University of Maryland",40,55,17620,University of Maryland,Quantum Computing,Condensed Matter Physics
Kaushiki Banerjee,"Assistant Professor of Economics, Barasat Government College, India",1,0,2,Barasat Government College,Economics,Development Economics
Kavi Arya,"Professor of Computer Science and Engineering, IIT Bombay",16,24,869,IIT Bombay,Embedded Systems,Real-Time Systems
Kushal Roy,"Assistant Professor, Khulna University",14,19,1155,Khulna University,Environmental Engineering,Water Resources Management
Dr. Kirti Wanjale,"Associate Professor,Vishwakarma Institute of Information Technology",10,10,467,Vishwakarma Institute of Information Technology,Data Science,Artificial Intelligence
Krishanu Roy,"Senior Lecturer at University of Waikato, previously Lecturer at University of Auckland",43,121,5492,University of Waikato,Data Science,Machine Learning
Kuldeep S. Meel,"Associate Professor, University of Toronto",32,65,3583,University of Toronto,Formal Methods,Probabilistic Reasoning
Kunal Ghosh,Aalto University,4,4,391,Aalto University,Quantum Computing,Quantum Information Theory
kusum lata Singh,research scholar of statistics,30,99,5837,Banaras Hindu University,Statistics,Data Analysis
Lalit Kumar sah,"Research scholar, department of English, BHU",97,843,48213,Banaras Hindu University,Indian English Literature,Postcolonial Studies
Manasi Karkare,"Associate Professor, SIES Graduate School of Technology",4,4,217,SIES Graduate School of Technology,Artificial Intelligence,Data Science
Manish Jain,Malaviya National Institute of Technology,60,313,17944,Malaviya National Institute of Technology,Structural Engineering,Concrete Technology
Dr. Manish Khanna,"Professor and HOD of Orthopedics, Prasad Institute of Medical Sciences,",14,22,536,Prasad Institute of Medical Sciences,Orthopedic Surgery,Joint Replacement
Manoj Dixit,Dayalbagh Educational Institute,7,7,221,Dayalbagh Educational Institute,Environmental Science,Renewable Energy
manoj kumar singh,Assistant Professor at Graphic Era Hill University,52,367,15463,Graphic Era Hill University,Artificial Intelligence,Data Science
Dr. E. Maruthi Prasad,"CMU, Taichung City, Taiwan",10,10,503,China Medical University,Bioinformatics,Computational Biology
MAYANK GUPTA,PROFESSOR OF CIVIL,58,323,16770,Indian Institute of Technology (IIT) Delhi,Geotechnical Engineering,Structural Engineering
Mehul Dave,N. V. Patel College of Pure & Applied Science,6,3,90,Hemchandracharya North Gujarat University,Organic Chemistry,Green Chemistry
Michael J. Frisch,"Gaussian, Inc.",128,373,328747,Gaussian,Inc.,Computational Chemistry
Michael A. Huston,"Department of Biology, Texas State University, San Marcos, TX",46,70,32111,Texas State University,Ecology,Ecosystem Dynamics
Mukesh K Pandey,"Professor of Radiology, Department of Radiology, Mayo Clinic College of Medicine, Rochester",28,55,3143,Mayo Clinic College of Medicine,Radiology,Medical Imaging
MUNESH PAL SINGH,Professor of transport engineering,50,304,13638,Indian Institute of Technology (IIT) Roorkee,Transportation Planning,Traffic Engineering
"Naresh M. Punjabi, MD. PhD",Professor Medicine with Tenure,83,183,37243,Johns Hopkins University,Sleep Medicine,Cardiovascular Epidemiology
"Nilanjan Chatterjee, Bloomberg Distinguished Professor",Johns Hopkins University,110,351,51775,Johns Hopkins University,Statistical Genetics,Epidemiology
Nilanjana Karmakar,"Asst. Prof., Department of IT, St. Thomas' College of Engineering and Technology, Kolkata, India",5,3,53,St. Thomas' College of Engineering and Technology,Information Technology,Data Science
Ningombam Bupenda Meitei,"Department of Philosophy , University of Delhi",0,0,0,University of Delhi,Philosophy of Mind,Ethics
"Nitin Agarwal, M.D.",University of Pittsburgh School of Medicine,41,167,6386,University of Pittsburgh School of Medicine,Neurosurgery,Neurotrauma
Nitish Shirish Keskar,OpenAI,32,47,23703,OpenAI,Deep Learning,Optimization Algorithms
Prof. Dhrubajyoti Chattopadhyay,"Vice Chancellor,Sister Nivedita University Kolkata",40,83,4524,Sister Nivedita University,Environmental Science,Sustainable Development
Pankaj Gupta,Professor of Commerce,78,726,38474,University of Delhi,Financial Accounting,Corporate Governance
Panagiotis Patrinos,"Associate Professor, KU Leuven",38,89,5346,KU Leuven,Optimization,Control Theory
Parthajit Roy,"Associate Professor, Civil Engineering, NIT Silchar",10,11,296,NIT Silchar,Structural Engineering,Geotechnical Engineering
Parul Pandey,"Machine Learning Engineer, Intel Corporation",13,13,3537,Intel Corporation,Machine Learning,Data Science
Pawan Kumar Netrakanti,BARC,161,753,96209,BARC,Nuclear Physics,Particle Physics
Pittu Pavan Sai Kiran Reddy,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,2,0,11,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Renewable Energy,Sustainable Materials
PRAVEEN KUMAR,"assistant professor of commerce, the madura college",85,564,38519,The Madura College,Commerce,Business Studies
Praveen Hoogar,"Medical Anthropologist, Assistant Professor, and Assistant Director, The Apollo University",26,30,64147,The Apollo University,Medical Anthropology,Public Health
Preeti Ranjan Panda,"Professor in Computer Science and Engineering, Indian Institute of Technology Delhi",27,65,4409,Indian Institute of Technology Delhi,Embedded Systems,Compiler Design
Radhika Gupta,Johns Hopkins University,19,47,1700,Johns Hopkins University,Health Informatics,Data Science
Rahul Kumar,California Institute of Technology,89,158,57421,California Institute of Technology,Quantum Computing,Condensed Matter Physics
Rahul Vaze,"Associate Professor, Electrical Engineering, Tata Institute of Fundamental Research, Mumbai, India.",24,45,2703,Tata Institute of Fundamental Research,Electrical Engineering,Communication Networks
Raj Kamal Singh,PhD,31,112,6044,Indian Institute of Technology (IIT) Delhi,Wireless Communication,Signal Processing
Rajan Jha,"Professor of Physics, Indian Institute of Technology Bhubaneswar",47,111,8339,Indian Institute of Technology Bhubaneswar,Condensed Matter Physics,Quantum Mechanics
Rajarshi Tiwari,Research Fellow,7,7,237,Research Fellow,Data Science,Artificial Intelligence
"Rajesh Anand, Ph.D.","Infectious Disease Laboratory, National Institute of Immunology, New Delhi, India",11,11,445,National Institute of Immunology,Infectious Diseases,Immunotherapy
Rajesh Sundaresan,"ECE and Centre for Cyber-Physical Systems, Indian Institute of Science",26,52,2055,Indian Institute of Science,Cyber-Physical Systems,Communication Networks
Rajib Shaw,"Professor, Keio University",75,385,27542,Keio University,Disaster Risk Reduction,Climate Change Adaptation
Ramjee Gupta,IT Developer (Software engineer ),22,77,2747,IT Developer,Software Engineering,Artificial Intelligence
M.S. Ravi Sharma,University of Rhode Island,58,404,18090,University of Rhode Island,Environmental Science,Climate Change
Ravinder Kumar,"Ravinder Kumar rivravinder | Digital Marketing, Search engine optimization,  Himachal Pradesh, India",79,490,45942,Ravinder Kumar rivravinder,Digital Marketing,Search Engine Optimization
Dr. Barna Pal Mazumdar,"Asst.Prof. of Chemistry at Bhilai Mahila Mahavidyalaya, pt. Ravishankar Shukla University",20,33,978,Pt. Ravishankar Shukla University,Chemistry,Material Science
Rekha R Rapaka MD PhD,"Assistant Professor of Medicine, Center for Vaccine Development and Global Health, U. of Maryland",15,17,15744,University of Maryland,Vaccine Development,Global Health
Rohan M. Shah,Swinburne University of Technology,21,34,1911,Swinburne University of Technology,Computer Science,Data Analytics
"Rohit Srivastava, FNASc, FNAE, FAMS","Vigyan Shri 2024, SSB Prize 2021 and Himanshu Patel Chair Professor of Department BSBE",50,223,10138,Indian Institute of Technology Bombay (IIT Bombay),Biomedical Engineering,Nanotechnology
Sagnik Dey,IIT Delhi,55,141,15146,IIT Delhi,Atmospheric Science,Air Pollution
Salil Kumar Sanyal,"Professor of Electronics & Telecommunication Engineering, Jadavpur University",20,55,1580,Jadavpur University,Signal Processing,Communication Systems
SAMRAT GHOSH,Research Scholar of University of Kalyani,51,248,11296,University of Kalyani,Environmental Science,Climate Change
Dr. Sandeep Joshi,"Senior Scientific Officer, MGIRI, Ministry of MSME Govt. of India",15,21,1245,MGIRI,Ministry of MSME Govt. of India,Advanced Materials
Santanu Chaudhury,IIT Delhi,38,154,6856,Indian Institute of Technology Delhi,Computer Vision,Artificial Intelligence
Santosh Kumar Divvala,"AI2, UW",29,84,64887,University of Washington,Computer Vision,Machine Learning
Saswati Banerjee,Csir iicb,5,5,269,CSIR-IICB,Cancer Biology,Drug Discovery
SATYAM MISHRA,"Vietnam National University, Hanoi",4,3,69,Vietnam National University,Hanoi,Artificial Intelligence
Satyendra Singh Yadav,"Assistant Professor, NIT Meghalaya, India",9,9,259,NIT Meghalaya,Renewable Energy Systems,Power Electronics
Sayan Deb Dutta,"Ph.D., University of California Davis",27,57,2634,University of California Davis,Control Systems,Robotics
Shashank Priya,"Chemical Engineering and Materials Science, University of Minnesota",93,484,40814,University of Minnesota,Energy Harvesting,Piezoelectric Materials
Shivani Agrawal,Google,10,10,9586,Google,Natural Language Processing,Artificial Intelligence
Siddarth Srinivasan,Apple,15,16,2310,Apple,Human-Computer Interaction,Accessibility Technologies
Siddhant Garg,Meta,10,12,1261,Meta,Artificial Intelligence,Natural Language Processing
Siddharth Garg,"Institute Associate Professor, New York University",43,107,10444,New York University,Hardware Security,Trustworthy Machine Learning
Dr. Siddhartha Bhattacharyya,"VSB Technical University of Ostrava, Czech Republic",37,121,5644,VSB Technical University of Ostrava,Computational Intelligence,Pattern Recognition
Dr Sneha Gautam (World's Top 2% Scientist),"Associate Professor; Karunya University, India II NCTU Taiwan  II IIT KGP",40,99,5583,Karunya University,Environmental Engineering,Air Quality Management
Snigdha Chaturvedi,"Associate Professor, University of North Carolina, Chapel Hill",23,38,2297,University of North Carolina,Chapel Hill,Natural Language Processing
somayeh danesh asgari,"Ph. D. in Industrial Engineering, Iran University of Science & Technolology",3,1,39,Iran University of Science & Technology,Operations Research,Supply Chain Management
Soumyadip Chattopadhyay,Associate Professor Visva Bharati,11,12,349,Visva Bharati,Economics,Development Studies
"Sourav Banerjee, Ph.D.","Professor, Department of Mechanical Engineering, University of South Carolina",28,66,2910,University of South Carolina,Structural Health Monitoring,Advanced Materials
Sourav Sanyal,PhD Candidate @Purdue ECE,5,2,64,Purdue University,Signal Processing,Wireless Communications
Karthik Srinivas Venkataraman,"Module Development Engineer, Intel Corporation | PhD, The Pennsylvania State University",3,1,40,Intel Corporation,Module Development,Semiconductor Engineering
Deepak Srivastava,Gladstone Institutes,106,209,105589,Gladstone Institutes,Cardiovascular Disease,Stem Cell Biology
Subhadeep Chatterjee,Centre for DNA Fingerprinting and Diagnostics,22,28,2356,Centre for DNA Fingerprinting and Diagnostics,Genomics,Molecular Diagnostics
Subhasree basu,Post-doctoral Fellow,14,16,1377,Post-doctoral Fellow,University of Calcutta,Molecular Biology
Subhra Prakash Hui,"Assistant Professor, S. N. Pradhan Centre for Neurosciences, University of Calcutta",11,12,1046,University of Calcutta,Neurosciences,Neurobiology
Suchismita Chinara,National Institute of Technology Rourkela,15,20,932,National Institute of Technology Rourkela,Wireless Sensor Networks,Internet of Things
Sudhir Krishna,"National Centre for Biological Sciences, TIFR",29,50,4490,National Centre for Biological Sciences,TIFR,Cancer Biology
Sudhir Ranjan Pattanaik,NIST  University,5,5,150,NIST University,Data Science,Artificial Intelligence
Sudip Chattopadhyay,"professor of Department of Biotechnology, NIT-Durgapur",27,37,3628,National Institute of Technology Durgapur,Bioinformatics,Computational Biology
Sugata Sanyal,"Professor (Retired), Tata Institute of Fundamental Research",35,69,3982,Tata Institute of Fundamental Research,Cybersecurity,Cryptography
Sunita Sarkar,"Associate Professor, CSE, Assam University Silchar",10,10,408,Assam University Silchar,Data Mining,Artificial Intelligence
Seyed-Mohammad Fereshtehnejad,"Neurologist, Movement Disorders Clinical Fellow, Toronto Western Hospital, University of Toronto",79,226,140983,University of Toronto,Movement Disorders,Neurology
Carla Teresa Fernandez Cuadros,UCSD,47,180,183885,University of California,San Diego (UCSD),Women's Health
Udayan Roy,"Professor of Economics, Long Island University",7,6,216,Long Island University,Macroeconomics,Monetary Policy
Umesh Kumar Tiwari,"Central Scientific Instruments Organisation(CSIO), Sector 30, Chandigarh",27,49,2643,Central Scientific Instruments Organisation (CSIO),Instrumentation,Biomedical Engineering
Vaibhav Kulkarni,Data Engineering Lead @ Debiopharm,10,10,283,Debiopharm,Data Engineering,Pharmaceutical Data Analytics
Dr. Omkar Suresh Vaidya,"Sandip Institute of Technology and Research Centre, Nashik (Affiliated to Savitribai Phule Pune",9,9,157,Savitribai Phule Pune University,Industrial Engineering,Operations Research
Srinivasan Vinju Vasudevan Ph.D,"Post Doctoral Researcher -Konkuk University, Seoul, South Korea",12,12,394,Konkuk University,Artificial Intelligence,Natural Language Processing
Vipul Jain,"Reader/Associate Professor at Wellington School of Business and Government, Victoria University of",41,105,8487,Victoria University of Wellington,Sustainable Business,Corporate Social Responsibility
Vivek Kaushik,University of Illinois Urbana-Champaign,1,0,8,University of Illinois Urbana-Champaign,Molecular Biology,Cancer Research
Weilin Zhang,Institute of Tibetan Plateau Research,36,72,4111,Institute of Tibetan Plateau Research,Climate Change,Environmental Dynamics
Xiaoli Ding,Hong Kong Polytechnic University,61,289,13661,Hong Kong Polytechnic University,Geodesy,Satellite Navigation Systems
Yogesh Gupta,"Associate Professor, University of Texas Health Science Center at San Antonio, TX, USA",24,31,2134,University of Texas Health Science Center at San Antonio,Neuroscience,Pain Management
yujun zheng,Hangzhou Normal University,34,74,4529,Hangzhou Normal University,Educational Technology,Curriculum Development
Matthew Zack Anderson,"Associate Professor of Microbiology, Associate Professor of Microbial Immunity and Infection",23,33,2377,Ohio State University,Microbial Immunity,Infection Mechanisms
Abhijit Biswas,Distinguished Professor; Kmart Endowed Chair Professor; Department Chair; Wayne State University,41,53,8455,Wayne State University,Materials Science,Renewable Energy
Anurag Garg,"Indian Institute of Technology Bombay, India",30,58,2978,Indian Institute of Technology Bombay,Mechanical Engineering,Energy Systems
Asok Kumar Ghosh,"Professor, Department of Sports Science, Ramakrishna Mission Vivekananda University, Belur Math",19,28,1389,Ramakrishna Mission Vivekananda University,Sports Science,Exercise Physiology
Abhijit Chakrabarti,"Professor, Ramakrishna Mission Vivekananda Educational & Research Institute , INDIA",29,76,2278,Ramakrishna Mission Vivekananda Educational & Research Institute,Power Systems,Renewable Energy Integration
Manoj Kumar Sahu,"Associate Professor, Department of Electrical Engineering, Centre for Advanced Post Graduate Studies, Biju Patnaik University of Technology, Odisha, Rourkela-769015, India",6,6,152,Biju Patnaik University of Technology,Power Systems,Renewable Energy
CHANDAN KUMAR SWAIN,"PhD Research Scholar, Dept. of Analytical and Applied Economics, Utkal University",13,14,3486,Utkal University,Analytical Economics,Applied Economics
Debashis Ghosh,"Professor, Colorado School of Public Health",71,195,37301,University of Colorado Anschutz Medical Campus,Biostatistics,Precision Medicine
Ganesh Prasad Das,"Professor of Philosophy, Utkal University (Retd.)",1,0,2,Utkal University,Philosophy,Indian Philosophy
Gautam Das,"Distinguished University Chair Professor, Associate Dean,  University of Texas at Arlington",66,322,21748,University of Texas at Arlington,Data Mining,Big Data Analytics
Dr. Indranil Chakraborty,"Department of Chemistry, Kharagpur College",21,21,4133,Indian Institute of Technology Kharagpur,Inorganic Chemistry,Materials Science
Jayant Kumar Mohanta,"Assistant Professor, Department of Mechanical Engineering, IIT Jodhpur",7,5,270,IIT Jodhpur,Mechanical Engineering,Materials Science
Dr. Jitendra Kumar Rout,"Asst. Prof.(NIT Raipur), PhD(NIT Rourkela), MTech(NIT Rourkela), BE(UCE Burla)",15,19,1001,NIT Raipur,Data Mining,Machine Learning
Kamalakanta Mahapatra,"PROFESSOR, NIT Rourkela",30,110,3570,NIT Rourkela,Power Systems,Renewable Energy
Dr Karunakar Jha,Professor Management /Commerce & Director Corporate Affairs -Alumni Relations,5,5,77,Professor Management Institute,Commerce,Corporate Affairs
Gopal Krishna Sahu,Pt. J. N. M. Medical College,9,9,395,Pt. J. N. M. Medical College,Medical Education,Clinical Research
Krushna Chandra Patra,University of Cincinnati,16,18,4126,University of Cincinnati,Biomedical Signal Processing,Medical Imaging
Kunal Pal,National Institute of Technology Rourkela,56,193,11305,National Institute of Technology Rourkela,Biomedical Engineering,Biomaterials
Manas Kumar Das,Head & Principal Scientist,18,31,962,Indian Institute of Technology Kharagpur,Environmental Science,Climate ChangeIndian Institute of Technology Kharagpur
Manas Kumar Ghosh,Harvard University,6,3,134,Harvard University,Quantum Mechanics,Condensed Matter Physics
Manoj Kumar Gupta,"Joslin Diabetes Center, Harvard Medical School",68,412,23008,Joslin Diabetes Center,Diabetes Research,Metabolic Disorders
Dr Manoj Kumar Jena,"Lovely Professional University, Phagwara, Punjab",22,33,1898,Lovely Professional University,Artificial Intelligence,Data Science
Manoj Kumar Pradhan,Professor of Mechanical Engineering,30,125,6103,National Institute of Technology Rourkela,Manufacturing Processes,Optimization Techniques
Manoj Kumar Rout,"Asst. Professor, BIITM, Bhubaneswar",1,0,3,BIITM,Bhubaneswar,Artificial Intelligence
Manoranjan Misra,University of Utah,63,206,14015,University of Utah,Materials Science,Renewable Energy
Dr. Bhoopendra Kumar Verma,"Mohan Lal Sukhadia University, Udaipur Rajasthan (India)",6,3,184,Mohan Lal Sukhadia University,Renewable Energy,Environmental Science
Gagan Mohanty,"Professor, Department of High Energy Physics, Tata Institute of Fundamental Research",236,1384,270068,Tata Institute of Fundamental Research,High Energy Physics,Particle Physics
Dr. Nitesh S. Litoriya,"Assistant Research Scientist, Anand Agricultural University, Anand, Gujarat",8,7,193,Anand Agricultural University,Agricultural Research,Crop Improvement
Pallab Dasgupta,Indian Institute of Technology Kharagpur,21,68,2097,Indian Institute of Technology Kharagpur,Formal Verification,VLSI Design and Testing
Dr. Pankaj Kumar Mohanty,"Associate Professor, Department of Neonatology, AIIMS, Bhubaneswar",8,7,236,AIIMS Bhubaneswar,Neonatal Nutrition,Neonatal Infections
Parthasarathi Bandyopadhyay,"Post-Doctoral Researcher at Chungbuk National University, South Korea",26,42,1859,Chungbuk National University,Materials Science,Nanotechnology
Dr Prakash Kumar Sahoo,Regional Medical Research Centre Bhubaneswar,18,24,996,Regional Medical Research Centre Bhubaneswar,Infectious Diseases,Public Health
Pramod Kumar Das,Reader in Chemistry,5,4,102,North Orissa University,Organic Chemistry,Polymer Chemistry
Prasanta Kumar Mohanty,Christ University,7,3,200,Christ University,Environmental Science,Sustainable Development
Scientia Prof. Gangadhara Prusty,"Director of Research, Australian Composites Manufacturing CRC        & Director, ARC Centre for AMAC",40,138,6177,University of Southern Queensland,Advanced Composites,Additive Manufacturing
Rabindra Kumar Mohanty,Mizoram university,3,1,40,Mizoram University,Environmental Science,Biodiversity Conservation
rajkumar Misra,"DST Inspire Faculty, NIPER Mohali",14,18,435,NIPER Mohali,Drug Discovery,Pharmaceutical Sciences
Ramesh Chandra Sahoo,"Research Scholar, Centre for Nano and Soft Matter Sciences",7,5,189,Centre for Nano and Soft Matter Sciences,Nanomaterials,Soft Matter Physics
Dr. Ranjit Kumar Panda,Lecturer in physics,11,13,628,Sambalpur University,Condensed Matter Physics,Material Science
C. N. R. Rao,Professor of Chemistry,163,1209,121169,Jawaharlal Nehru Centre for Advanced Scientific Research,Materials Chemistry,Solid State Chemistry
Satish K. Tripathi,Unniversity at Buffalo,45,132,10581,University at Buffalo,Computer Science,Artificial Intelligence
Shailendra Kumar Verma,La Jolla Institute for Immunology,16,20,892,La Jolla Institute for Immunology,Immunology,Autoimmune Diseases
Samiran Panda,ICMR-Dr AS Paintal Distinguished Scientist Chair,42,110,9524,Indian Council of Medical Research (ICMR),Public Health,Epidemiology
Sandeep Kumar Jha,"Professor, Centre for Biomedical Engineering, Indian Institute of Technology Delhi, India",24,38,2439,Indian Institute of Technology Delhi,Biomedical Engineering,Medical Imaging
Dr. Sanjay Kumar Nayak,Professor of Psychology,3,2,54,KIIT University,Cognitive Psychology,Mental Health
Santosh Kumar Behera,"Scientist, NIPER-Ahmedabad,Gandhinagar",15,21,1134,NIPER-Ahmedabad,Drug Delivery Systems,Pharmaceutical Biotechnology
Saranjit Singh,Department of Pharmaceutical Analysis,64,306,18433,National Institute of Pharmaceutical Education and Research (NIPER),Pharmaceutical Analysis,Drug Development
Saswati Mishra,"Assistant professor, Malla Reddy University",5,4,522,Malla Reddy University,Data Science,Artificial Intelligence
Dr. M CHANDRA SHEKHAR NAYAK,"CSIR - Advanced Materials and Processes Research Institute (AMPRI), Bhopal, MP, IND",6,4,313,CSIR - Advanced Materials and Processes Research Institute (AMPRI),Materials Science,Sustainable Development
Dr Aparna. S Khursel,"Head & Assistant Professor, Department of Botany, Shankarlal Agrawal Science College Salekasa",1,0,2,Shankarlal Agrawal Science College Salekasa,Botany,Plant Biology
Shashank Gupta,"Associate Professor, Birla Institute of Technology and Science, Pilani, Rajasthan, India",26,47,2562,Birla Institute of Technology and Science,Pilani,Machine Learning
siba sankar mahapatra,National Institute of Technology,68,290,18991,National Institute of Technology,Power Systems,Renewable Energy
Sourav Das,university of Wisconsin madison,73,428,25866,University of Wisconsin-Madison,Astrophysics,Cosmology
